1.178210500898149826e+00,3.510677070603479555e-01,9.828450326693430883e-01,-8.842878637114388596e-01,-8.929893028785054199e-01
-3.881133984028273254e+00,9.821621799762058069e-01,2.063056477480258999e-01,8.372068274264468091e-01,-1.544202828454391552e-01
-1.703802643920024229e+00,1.181348028711801890e+00,-8.191991180888233970e-01,9.837273406311087820e-01,4.668022017189233930e-01
2.450988060660719281e-01,5.973150291387557126e-02,4.446985867938886283e-01,-7.599204221812347892e-01,7.826430376026105584e-02
-3.780431377572898377e+00,1.001043084907799363e+00,1.994944349178779386e-01,8.534225051364582315e-01,-5.522710110289535262e-02
2.911007557958557035e-01,6.689797368040233116e-02,4.407984405696309116e-01,-7.593106672222907916e-01,7.784249763568064362e-02
1.747641212842717673e+00,1.817694961148649035e+00,-1.069962832660945162e+00,1.294014435919065953e+00,2.100998913461124662e+00
2.956629330059170058e-01,-1.839834275928587504e+00,3.150196010882237024e-02,1.043759357381931041e+00,-4.657471117809657002e-02
-1.915686074561875785e+00,-2.503055520943506806e+00,-1.004143624832465553e+00,1.004744643010874627e+00,-7.241100910118669631e-02
-8.068838995700263750e-01,-1.968607467853325632e+00,5.618210866097511635e-01,9.917349558067306559e-01,-1.104628922296140986e-01
2.515564230051337002e+00,-1.403601718332515791e+00,4.527320028620263614e-01,8.768875379717812057e-01,-1.306230522145847228e+00
4.565895879509275446e+00,1.178354668507790581e+00,1.769901550362949161e+00,-6.865041603436726758e-01,1.084483644810041308e-01
1.897684677382101004e-01,-2.112112464549301016e+00,-9.057213034223623449e-01,9.332677636979426206e-01,-7.926570813491489176e-01
-3.768752848125561883e+00,7.954018311656045892e-01,-7.648407009002816670e-01,8.577883840947745364e-01,-1.325656992122817568e-01
-3.970604016332011099e-01,-1.967397231700768190e+00,2.224315497256555141e-01,9.185758273174333688e-01,-7.281707974385869253e-01
9.025731362876263653e-01,6.326409057206715536e-01,2.321772586690729057e+00,-7.550107840795778902e-01,1.027463413567476780e-01
-5.029998213201352097e-01,-4.071919682254890316e-01,-1.164928183586486865e+00,-7.337283951528608128e-01,1.313390697419637432e-01
1.817403621243483647e+00,-1.640776416283044714e+00,-2.956376842202612099e-01,1.214915484143734625e+00,1.001032660012295405e+00
1.484935893018767050e+00,-1.709867829555336449e+00,-1.277945449255286081e-01,9.004369101473160830e-01,-1.095650961671199797e+00
2.038783296691362365e-02,-9.066123565808496820e-02,-7.521452456739698145e-02,-7.527168204593914780e-01,9.200383791524796573e-02
-1.329755344340997514e+00,1.775414024828747106e+00,2.067688962710308331e+00,6.963915671361282644e-01,-1.063776382717424029e+00
-1.353484841874770916e+00,-2.086466572543006048e+00,6.464140641888744820e-01,8.635006364260451317e-01,-8.610806711386612688e-01
1.476756442417528126e+00,5.775897130795094592e-01,1.381069890567752090e+00,-4.601170381405749743e-01,1.946709423676658446e+00
3.233013338248827306e+00,-9.595464166636301639e-01,1.992805554918963162e+00,8.446071244976798287e-01,-1.400945279616194972e+00
1.262545677649474118e+00,1.805499500499125887e+00,-1.799583446223784189e-01,7.662969646183687145e-01,-1.239802991598382143e+00
1.563903461091987523e+00,-1.068919220564647082e-01,-1.904288406671375666e+00,-5.261008692765449801e-01,1.068082572580889344e+00
-3.601195843694533050e+00,1.085436453763210851e+00,4.452909864067579604e-01,8.546856409683991629e-01,-3.651438882446723933e-02
-3.859575412470856115e+00,9.367274446024413947e-01,-2.727575308317037664e-02,8.529730485934708950e-01,-7.130673095021074215e-02
9.783804214283943201e-01,1.756625231221953909e+00,-2.817863716390497930e-01,7.639086476513768931e-01,-1.306929528394716877e+00
2.452988087261181338e+00,2.052839946919730707e+00,-2.321522642095073530e-01,9.555421476197112352e-01,-1.344313038586229803e-01
1.648782088550157399e+00,-2.714391449310801438e-02,-1.418685007382291863e+00,-6.691828186459751748e-01,1.899006113893247361e-01
5.516906508485562854e-01,-5.615813712747918379e-02,-3.926562054999354068e-01,-7.347294678576785643e-01,1.058689218014103456e-01
-1.674219474020713028e+00,-2.215099369830741072e+00,1.238823534366547963e-01,9.888207386248941688e-01,-9.381798971228544337e-02
1.944745262685193765e+00,1.311528819803050860e-01,-9.995977881917452734e-01,-6.637870880424271425e-01,1.993933620340196111e-01
7.970155202769149128e-01,-1.804299602101088418e+00,-1.285349770608532893e-01,1.152945678026376264e+00,7.312441775167678459e-01
-1.215170510802643100e-01,-1.527364069699517213e-01,-4.979457650113101042e-01,-6.072167050811778655e-01,9.592749808157748914e-01
2.361952609710659123e-01,-2.100513600485274246e+00,-8.721888285325158918e-01,1.027328206274402911e+00,-9.895507783092763465e-02
-3.806288817906075650e+00,1.115497720659182512e+00,7.482691062884115896e-01,8.386945619560042253e-01,-1.006107417888841560e-01
6.759607801472545807e-01,5.270609838231242739e-01,1.986475662302554568e+00,-6.207473845186102235e-01,1.045065342584704737e+00
6.807563544070602823e-01,8.019078675708396498e-02,-1.234862321090523934e-01,-7.058418999403471839e-01,1.704760332438160497e-01
-1.420018396722406928e+00,1.116455391529214580e+00,-1.335653470921889241e+00,9.977298322023053778e-01,4.924428524517129313e-01
3.280353389271208453e+00,3.451280923076114338e-01,-1.095504872938018126e+00,-6.451439692551160787e-01,1.895754795712437935e-01
-8.658916736068280606e-01,1.088387181193139819e+00,-1.766213091532228052e+00,9.119489077778192287e-01,-1.396857003279788345e-01
-2.625291207751764833e-01,-2.086414522834715513e+00,-4.368841521866090316e-01,1.017707825129994026e+00,-9.312691865908653832e-02
2.458580711190072876e-01,1.771754486525131345e+00,2.037356852126636364e-01,9.270671614151162476e-01,-1.074552962391753380e-01
-2.916049710725586719e-01,-1.791588085377045170e+00,1.024586222949908310e+00,1.123074777020953485e+00,8.823409728253753803e-01
1.306355454982974562e+00,-1.803116623319260592e+00,-9.454631389567520749e-02,7.067048299930489552e-01,-2.280593048366186704e+00
2.511421673935242960e-01,2.510596461944731850e-01,1.333477808460902025e+00,-7.766408507681951123e-01,5.893839239228426674e-02
-3.468400411398221195e+00,-6.735279829932596662e-01,3.161854802355846400e-02,-7.947612838426673099e-01,1.294816675346107948e-01
1.893476031534662152e+00,-1.514051023729094281e+00,1.628384504724790516e-01,1.227844831318192442e+00,1.095999757342014380e+00
1.771834782706701583e+00,2.331425338868631680e+00,1.550921816120502505e+00,1.089943896646830224e+00,1.069031236128779483e+00
-3.484296635921237950e+00,-8.326574659867117534e-01,-7.203396843727725152e-01,-7.645855057263617471e-01,2.498859226474659245e-01
-3.974170589808137422e+00,9.430646892734165787e-01,1.164498343844626999e-01,8.356981197867706657e-01,-1.561457947810796498e-01
1.487137393120878670e+00,2.626581491372490529e-01,2.042782733329593856e-02,-6.925876165115778527e-01,1.730365087980316741e-01
-4.063789333875637233e+00,8.895245215481345502e-01,-7.441628218334671307e-02,8.399386321558198754e-01,-1.473074044249854109e-01
1.374169494028986360e+00,1.481887163475358316e+00,-2.080617020732608236e+00,1.146316489752690071e+00,1.105322236784457068e+00
-4.685194406871086570e-01,2.443353844367990024e-01,2.140226236203682575e+00,-9.597223291780925258e-01,-9.512408677033060700e-01
-4.147314744067786663e+00,6.803083497443404015e-01,-9.739824548048958697e-01,8.547473080249853306e-01,-1.295787387791129674e-01
6.802235839980526055e-01,-2.120181256786747515e+00,-1.370810196775176681e+00,1.047604781370200522e+00,-8.046139315788039537e-02
1.576840196846152897e-01,1.511051891773788292e+00,-8.186757994890467849e-01,1.046980931230650613e+00,7.314855002308815468e-01
6.941778694353057944e-01,3.524804602500907977e-03,-4.667927827270218488e-01,-3.868151691441044093e-01,2.464146227104811793e+00
-5.766138537364368100e-01,-1.846827979136151265e+00,8.471951577208906015e-01,1.076346647864735884e+00,4.552653817513722112e-01
-2.130344222820702849e-01,1.354140782338226545e+00,-1.110447965816873328e+00,7.989151830788691067e-01,-9.822665038435717255e-01
7.938447552953804554e-01,1.102924845605987025e-01,4.014198654239511249e-02,-6.051088985156550804e-01,9.824166344966969167e-01
3.628646153690246456e-01,-1.624396729371323067e+00,1.207484394889785095e+00,9.946220461743288110e-01,-1.341118036257441248e-01
1.447722728725729935e+00,1.911642313566811691e+00,1.457416489850611252e-03,1.070179316246316459e+00,8.696436016171639194e-01
2.248912037965308031e+00,1.762025850277496808e+00,-1.418127658759988252e+00,9.747533025998829093e-01,-1.082920593872939707e-01
-2.111298673201893461e+00,1.701440696754674908e+00,2.297706328073643611e+00,7.203224710131705955e-01,-8.255639474739030481e-01
8.608940726043449176e-01,-3.469970089486975467e-02,-7.485407774247766488e-01,-5.717649739058858760e-01,1.091578300705450033e+00
-3.859711921782321475e+00,1.199024019762825688e+00,1.191977861908740666e+00,8.200554986874990515e-01,-1.733140786090508756e-01
9.110370701718252251e-01,2.479357466559602985e-01,5.317121646671237878e-01,-5.958758600335386513e-01,1.060092204601124521e+00
4.745687629873825419e-01,-1.747077630268300874e+00,5.421798484002149365e-01,1.008679282840131863e+00,-1.205115705416147792e-01
-2.494838062038550852e+00,1.131634110052847753e+00,-1.558450000922487200e-01,9.135718265342905875e-01,2.672278780043926827e-01
-3.112568924091382305e-01,1.546463630600060979e+00,-2.035127151830986580e-01,1.001780500146574049e+00,5.619228671547500387e-01
-1.057995404661387751e+00,1.404059651938050157e+00,-3.523781330134306833e-01,1.007260928219921192e+00,5.995650575599092980e-01
1.360766474193296771e-01,-1.939234522532343963e+00,-3.391462667645707696e-01,1.169640964573644526e+00,8.182312816242843789e-01
1.944228573537416738e+00,2.024298893597396454e+00,1.041465707179859562e-01,1.088571044685567202e+00,9.550956357879759606e-01
9.925318627093695500e-01,-1.426699151314149372e+00,1.353160528470734203e+00,1.032088290931483021e+00,-7.142670896654298995e-02
-3.678211439349758916e+00,9.504237743747760980e-01,-1.169408154006132128e-01,8.469298113885818102e-01,-1.468793436049583290e-01
1.300038050253668809e+00,2.420886206049508715e-01,1.020907008359744073e-01,-5.519284783142920370e-01,1.238725661613250040e+00
-2.594696928425642701e-01,1.432106391411670288e+00,-9.369559148985237007e-01,9.383754341107496399e-01,-8.680935085539170926e-02
-3.447556739646679969e+00,-5.370155241194005669e-01,6.467285013595182042e-01,-8.189360377634036237e-01,1.942045108769894363e-02
-3.775920419854718713e+00,7.084513358921206150e-01,-1.152651170288284677e+00,8.481577703299627569e-01,-2.389056599606142750e-01
-3.447872419939927990e+00,-6.165664196375806316e-01,2.526887302902102173e-01,-7.952005877928337574e-01,1.322069765562691734e-01
4.030833868491426886e-01,1.445786849438409905e-01,6.577168210676830329e-01,-8.685419936016546272e-01,-7.359620756593605595e-01
3.213457009761505612e-01,1.222383352727518524e-01,5.802103294523671684e-01,-8.690701453862483827e-01,-7.656423672785266366e-01
8.332965250879414976e-01,1.626543240575006655e+00,-8.838476800241572562e-01,9.460643437471550898e-01,-1.089337053721251558e-01
1.254467026808581354e+00,-1.737003691677366790e+00,-3.322959825526541899e-01,1.069850720905469510e+00,-3.143849161603503445e-02
